CLASS	CAT	X	Y	W	H	PATH	xPOS	yPOS	zPOS	WIDTH	HEIGHT	xSPEED	ySPEED	FUN	TYPE	PL	PV	nFRAMES
gtk.Oggetto	pavimento	192	96	32	32	./Sprites/Pianure.png	300.0	586.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	300.0	511.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	0	96	32	32	./Sprites/Pianure.png	300.0	437.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	32	32	32	./Sprites/Pianure.png	300.0	362.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	32	32	32	./Sprites/Pianure.png	375.0	362.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	32	32	32	./Sprites/Pianure.png	450.0	362.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	0	96	32	32	./Sprites/Pianure.png	525.0	362.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	64	32	32	./Sprites/Pianure.png	525.0	288.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	32	32	32	./Sprites/Pianure.png	525.0	215.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	525.0	436.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	450.0	436.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	375.0	436.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	375.0	511.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	450.0	511.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	525.0	511.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	525.0	586.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	64	32	32	./Sprites/Pianure.png	450.0	586.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	0	128	32	32	./Sprites/Pianure.png	375.0	586.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	96	32	32	./Sprites/Pianure.png	375.0	659.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	96	32	32	./Sprites/Pianure.png	450.0	659.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	96	32	32	./Sprites/Pianure.png	525.0	659.0	0.0	75	75	0.1	0.1	objf.collinionObstacles	nan	0.0	0.0	1
gtk.Oggetto	pavimento	96	0	32	32	./Sprites/Pianure.png	418.0	244.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	96	0	32	32	./Sprites/Pianure.png	259.0	115.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	96	0	32	32	./Sprites/Pianure.png	303.0	670.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	128	0	32	32	./Sprites/Pianure.png	117.0	756.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	128	0	32	32	./Sprites/Pianure.png	-1.0	613.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	128	0	32	32	./Sprites/Pianure.png	221.0	353.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	128	0	32	32	./Sprites/Pianure.png	414.0	115.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	128	0	32	32	./Sprites/Pianure.png	509.0	-6.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	0	32	32	./Sprites/Pianure.png	229.0	-17.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	0	32	32	./Sprites/Pianure.png	156.0	238.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	0	32	32	./Sprites/Pianure.png	-51.0	351.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	0	32	32	./Sprites/Pianure.png	150.0	601.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	160	0	32	32	./Sprites/Pianure.png	500.0	737.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	0	32	32	./Sprites/Pianure.png	266.0	727.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	0	32	32	./Sprites/Pianure.png	92.0	585.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	0	32	32	./Sprites/Pianure.png	225.0	328.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	0	32	32	./Sprites/Pianure.png	524.0	144.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	192	0	32	32	./Sprites/Pianure.png	344.0	284.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	64	0	32	32	./Sprites/Pianure.png	124.0	312.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	64	0	32	32	./Sprites/Pianure.png	22.0	706.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	64	0	32	32	./Sprites/Pianure.png	395.0	762.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	32	0	32	32	./Sprites/Pianure.png	-14.0	789.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	32	0	32	32	./Sprites/Pianure.png	348.0	214.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	pavimento	32	0	32	32	./Sprites/Pianure.png	414.0	-16.0	0.0	75	75	0.1	0.1	objf._Void	nan	0.0	0.0	1
gtk.Oggetto	ostacolo	96	0	32	32	./Sprites/Alberi.png	-30	683	0	110	110	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	96	0	32	32	./Sprites/Alberi.png	18	730	0	110	110	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	96	0	32	32	./Sprites/Alberi.png	468	5	0	110	110	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	221	12	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	134	163	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	-7	238	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	-43	280	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	-32	353	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	4	0	24	32	./Sprites/Alberi.png	327	698	0	85	90	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	160	16	16	16	./Sprites/Alberi.png	262	640	0	50	50	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	160	16	16	16	./Sprites/Alberi.png	331	253	0	50	50	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	2	1	34	34	./Sprites/Rocce.png	328	-67	0	100	100	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	2	1	34	34	./Sprites/Rocce.png	240	-51	0	100	100	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	2	1	34	34	./Sprites/Rocce.png	-32	522	0	100	100	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	2	1	34	34	./Sprites/Rocce.png	-61	578	0	100	100	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	2	1	34	34	./Sprites/Rocce.png	140	520	0	100	100	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	111	15	18	17	./Sprites/Rocce.png	187	592	0	50	50	0.1	0.1	objf.collinionObstacles		0	0	1
gtk.Oggetto	ostacolo	111	15	18	17	./Sprites/Rocce.png	216	-23	0	50	50	0.1	0.1	objf.collinionObstacles		0	0	1
